"","FIPS","Combined_Key","1/22/20","1/23/20","1/24/20","1/25/20","1/26/20","1/27/20","1/28/20","1/29/20","1/30/20","1/31/20","2/1/20","2/2/20","2/3/20","2/4/20","2/5/20","2/6/20","2/7/20","2/8/20","2/9/20","2/10/20","2/11/20","2/12/20","2/13/20","2/14/20","2/15/20","2/16/20","2/17/20","2/18/20","2/19/20","2/20/20","2/21/20","2/22/20","2/23/20","2/24/20","2/25/20","2/26/20","2/27/20","2/28/20","2/29/20","3/1/20","3/2/20","3/3/20","3/4/20","3/5/20","3/6/20","3/7/20","3/8/20","3/9/20","3/10/20","3/11/20","3/12/20","3/13/20","3/14/20","3/15/20","3/16/20","3/17/20","3/18/20","3/19/20","3/20/20","3/21/20","3/23/20","3/24/20","3/25/20","3/26/20","3/27/20","3/28/20","3/29/20","row_sum","State","Area_Name","Rural-urban_Continuum Code_2013","Urban_Influence_Code_2013","Economic_typology_2015","POP_ESTIMATE_2018","N_POP_CHG_2018","Births_2018","Deaths_2018","NATURAL_INC_2018","INTERNATIONAL_MIG_2018","DOMESTIC_MIG_2018","NET_MIG_2018","RESIDUAL_2018","GQ_ESTIMATES_2018","R_birth_2018","R_death_2018","R_NATURAL_INC_2018","R_INTERNATIONAL_MIG_2018","R_DOMESTIC_MIG_2018","R_NET_MIG_2018","Less than a high school diploma 2014-18","High school diploma only 2014-18","Some college or associate's degree 2014-18","Bachelor's degree or higher 2014-18","Percent of adults with less than a high school diploma 2014-18","Percent of adults with a high school diploma only 2014-18","Percent of adults completing some college or associate's degree 2014-18","Percent of adults with a bachelor's degree or higher 2014-18","POVALL_2018","CI90LBAll_2018","CI90UBALL_2018","PCTPOVALL_2018","CI90LBALLP_2018","CI90UBALLP_2018","POV017_2018","CI90LB017_2018","CI90UB017_2018","PCTPOV017_2018","CI90LB017P_2018","CI90UB017P_2018","POV517_2018","CI90LB517_2018","CI90UB517_2018","PCTPOV517_2018","CI90LB517P_2018","CI90UB517P_2018","MEDHHINC_2018","CI90LBINC_2018","CI90UBINC_2018","Civilian_labor_force_2018","Employed_2018","Unemployed_2018","Unemployment_rate_2018","Median_Household_Income_2018","Med_HH_Income_Percent_of_State_Total_2018","Jan Precipitation / inch","Feb Precipitation / inch","Mar Precipitation / inch","Apr Precipitation / inch","May Precipitation / inch","Jun Precipitation / inch","Jul Precipitation / inch","Aug Precipitation / inch","Sep Precipitation / inch","Oct Precipitation / inch","Nov Precipitation / inch","Dec Precipitation / inch","Jan Temp AVG / F","Feb Temp AVG / F","Mar Temp AVG / F","Apr Temp AVG / F","May Temp AVG / F","Jun Temp AVG / F","Jul Temp AVG / F","Aug Temp AVG / F","Sep Temp AVG / F","Oct Temp AVG / F","Nov Temp AVG / F","Dec Temp AVG / F","Jan Temp Min / F","Feb Temp Min / F","Mar Temp Min / F","Apr Temp Min / F","May Temp Min / F","Jun Temp Min / F","Jul Temp Min / F","Aug Temp Min / F","Sep Temp Min / F","Oct Temp Min / F","Nov Temp Min / F","Dec Temp Min / F","Jan Temp Max / F","Feb Temp Max / F","Mar Temp Max / F","Apr Temp Max / F","May Temp Max / F","Jun Temp Max / F","Jul Temp Max / F","Aug Temp Max / F","Sep Temp Max / F","Oct Temp Max / F","Nov Temp Max / F","Dec Temp Max / F","Housing units","Area in square miles - Total area","Area in square miles - Water area","Area in square miles - Land area","Density per square mile of land area - Population","Density per square mile of land area - Housing units","Total_Male","Total_Female","Total_age0to17","Male_age0to17","Female_age0to17","Total_age18to64","Male_age18to64","Female_age18to64","Total_age65plus","Male_age65plus","Female_age65plus","Total_age85plusr","Male_age85plusr","Female_age85plusr","Total households","Total households!!Family households (families)","Total households!!Family households (families)!!With own children of the householder under 18 years","Total households!!Family households (families)!!Married-couple family","Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years","Total households!!Family households (families)!!Male householder no wife present family","HOUSEHOLDS BY TYPE!!","Total households!!Family households (families)!!Female householder no husband present family","Total households!!Family households (families)!!Female householder no husband present family!!With own children of the householder under 18 years","Total households!!Nonfamily households","Total households!!Nonfamily households!!Householder living alone","Total households!!Nonfamily households!!Householder living alone!!65 years and over","Total households!!Households with one or more people under 18 years","Total households!!Households with one or more people 65 years and over","Total households!!Average household size","Total households!!Average family size","RELATIONSHIP!!Population in households","RELATIONSHIP!!Population in households!!Householder","RELATIONSHIP!!Population in households!!Spouse","RELATIONSHIP!!Population in households!!Child","RELATIONSHIP!!Population in households!!Other relatives","RELATIONSHIP!!Population in households!!Nonrelatives","RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Males 15 years and over!!Never married","MARITAL STATUS!!Males 15 years and over!!Now married except separated","MARITAL STATUS!!Males 15 years and over!!Separated","MARITAL STATUS!!Males 15 years and over!!Widowed","MARITAL STATUS!!Males 15 years and over!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Females 15 years and over!!Never married","MARITAL STATUS!!Females 15 years and over!!Now married except separated","MARITAL STATUS!!Females 15 years and over!!Separated","MARITAL STATUS!!Females 15 years and over!!Widowed","MARITAL STATUS!!Females 15 years and over!!Divorced","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school preschool","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability","TOT_MALE","TOT_FEMALE","WA_MALE","WA_FEMALE","BA_MALE","BA_FEMALE","IA_MALE","IA_FEMALE","AA_MALE","AA_FEMALE","NA_MALE","NA_FEMALE","TOM_MALE","TOM_FEMALE","WAC_MALE","WAC_FEMALE","BAC_MALE","BAC_FEMALE","IAC_MALE","IAC_FEMALE","AAC_MALE","AAC_FEMALE","NAC_MALE","NAC_FEMALE","NH_MALE","NH_FEMALE","NHWA_MALE","NHWA_FEMALE","NHBA_MALE","NHBA_FEMALE","NHIA_MALE","NHIA_FEMALE","NHAA_MALE","NHAA_FEMALE","NHNA_MALE","NHNA_FEMALE","NHTOM_MALE","NHTOM_FEMALE","NHWAC_MALE","NHWAC_FEMALE","NHBAC_MALE","NHBAC_FEMALE","NHIAC_MALE","NHIAC_FEMALE","NHAAC_MALE","NHAAC_FEMALE","NHNAC_MALE","NHNAC_FEMALE","H_MALE","H_FEMALE","HWA_MALE","HWA_FEMALE","HBA_MALE","HBA_FEMALE","HIA_MALE","HIA_FEMALE","HAA_MALE","HAA_FEMALE","HNA_MALE","HNA_FEMALE","HTOM_MALE","HTOM_FEMALE","HWAC_MALE","HWAC_FEMALE","HBAC_MALE","HBAC_FEMALE","HIAC_MALE","HIAC_FEMALE","HAAC_MALE","HAAC_FEMALE","HNAC_MALE","HNAC_FEMALE","Active Physicians per 100000 Population 2018 (AAMC)","Total Active Patient Care Physicians per 100000 Population 2018 (AAMC)","Active Primary Care Physicians per 100000 Population 2018 (AAMC)","Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC)","Active General Surgeons per 100000 Population 2018 (AAMC)","Active Patient Care General Surgeons per 100000 Population 2018 (AAMC)","Fraction of Active Physicians Who Are Female 2018 (AAMC)","Fraction of Active Physicians Who Are International Medical Graduates (IMGs) 2018 (AAMC)","Fraction of Active Physicians Who Are Age 60 or Older 2018 (AAMC)","MD and DO Student Enrollment per 100000 Population AY 2018-2019 (AAMC)","Student Enrollment at Public MD and DO Schools per 100000 Population AY 2018-2019 (AAMC)","Fraction Change in Student Enrollment at MD and DO Schools 2008-2018 (AAMC)","Fraction of MD Students Matriculating In-State AY 2018-2019 (AAMC)","Total Residents/Fellows in ACGME Programs per 100000 Population as of December 31 2018 (AAMC)","Total Residents/Fellows in Primary Care ACGME Programs per 100000 Population as of Dec. 31 2018 (AAMC)","Fraction of Residents in ACGME Programs Who Are IMGs as of December 31 2018 (AAMC)","Ratio of Residents and Fellows (GME) to Medical Students (UME) AY 2017-2018 (AAMC)","Percent Change in Residents and Fellows in ACGME-Accredited Programs 2008-2018 (AAMC)","Fraction of Physicians Retained in State from Undergraduate Medical Education (UME) 2018 (AAMC)","All Specialties (AAMC)","Allergy & Immunology (AAMC)","Anatomic/Clinical Pathology (AAMC)","Anesthesiology (AAMC)","Cardiovascular Disease (AAMC)","Child & Adolescent Psychiatry** (AAMC)","Critical Care Medicine (AAMC)","Dermatology (AAMC)","Emergency Medicine (AAMC)","Endocrinology Diabetes & Metabolism (AAMC)","Family Medicine/General Practice (AAMC)","Gastroenterology (AAMC)","General Surgery (AAMC)","Geriatric Medicine*** (AAMC)","Hematology & Oncology (AAMC)","Infectious Disease (AAMC)","Internal Medicine (AAMC)","Internal Medicine/Pediatrics (AAMC)","Interventional Cardiology (AAMC)","Neonatal-Perinatal Medicine (AAMC)","Nephrology (AAMC)","Neurological Surgery (AAMC)","Neurology (AAMC)","Neuroradiology (AAMC)","Obstetrics & Gynecology (AAMC)","Ophthalmology (AAMC)","Orthopedic Surgery (AAMC)","Otolaryngology (AAMC)","Pain Medicine & Pain Management (AAMC)","Pediatrics** (AAMC)","Physical Medicine & Rehabilitation (AAMC)","Plastic Surgery (AAMC)","Preventive Medicine (AAMC)","Psychiatry (AAMC)","Pulmonary Disease (AAMC)","Radiation Oncology (AAMC)","Radiology & Diagnostic Radiology (AAMC)","Rheumatology (AAMC)","Sports Medicine (AAMC)","Thoracic Surgery (AAMC)","Urology (AAMC)","Vascular & Interventional Radiology (AAMC)","Vascular Surgery (AAMC)","Total nurse practitioners (2019)","Total physician assistants (2019)","Total Hospitals (2019)","Internal Medicine Primary Care (2019)","Family Medicine/General Practice Primary Care (2019)","Pediatrics Primary Care (2019)","Obstetrics & Gynecology Primary Care (2019)","Geriatrics Primary Care (2019)","Total Primary Care Physicians (2019)","Psychiatry specialists (2019)","Surgery specialists (2019)","Anesthesiology specialists (2019)","Emergency Medicine specialists (2019)","Radiology specialists (2019)","Cardiology specialists (2019)","Oncology (Cancer) specialists (2019)","Endocrinology Diabetes and Metabolism specialists (2019)","All Other Specialties specialists (2019)","Total Specialist Physicians (2019)","ICU Beds","transit_scores - population weighted averages aggregated from town/city level to county","crime_rate_per_100000","COUNTY POPULATION-AGENCIES REPORT ARRESTS","COUNTY POPULATION-AGENCIES REPORT CRIMES","NUMBER OF AGENCIES IN COUNTY REPORT ARRESTS","NUMBER OF AGENCIES IN COUNTY REPORT CRIMES","COVERAGE INDICATOR","Total number of UCR (Uniform Crime Report) Index crimes excluding arson.","Total number of UCR (Uniform Crime Report) index crimes reported including arson","MURDER","RAPE","ROBBERY","Number of AGGRAVATED ASSAULTS","BURGLRY","LARCENY","MOTOR VEHICLE THEFTS","ARSON"
"1","04001","Apache - Arizona - US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AZ","Apache County",6,6,4,71818,273,972,702,270,62,-55,7,-4,931,13.6,9.8,3.8,0.9,-0.8,0.1,9085,14708,15444,5189,20.4,33.1,34.8,11.7,26435,24497,28373,37.3,34.6,40,9129,8210,10048,47.3,42.5,52.1,6495,5777,7213,44.7,39.8,49.6,33652,30480,36824,20665,18585,2080,10.1,33652,57,3.73,6.83,4.11,0.47,2.25,0,0,0,0.19,0,1.09,3.51,50.9,46.2,51.8,59.4,58.6,69.1,70.6,73.1,69.2,62.6,56.2,50,58.6,53.5,60.6,69.8,68.5,81.9,83.5,86.2,81.6,75.6,67.2,56.7,43.1,38.8,43.1,48.9,48.8,56.3,57.7,60,56.7,49.6,45.2,43.2,32514,11218.44,20.92,11197.52,6.4,2.9,35310,36508,19518,9628,9890,41314,20664,20650,10986,5018,5968,1155,443,712,21936,13927,4699,8137,2277,1403,546,4387,1876,8009,7563,2776,6361,7688,3.22,4.37,70568,21936,8038,26126,12830,1638,1150,27264,14484,9381,887,601,1911,28233,13041,9849,456,2552,2335,18890,610,1468,9553,4861,2398,52301,3460,71145,11617,19497,213,40788,5280,10860,6124,35310,36508,8239,7830,187,223,26096,27731,153,170,22,8,613,546,8726,8283,431,443,26471,28055,251,261,66,39,32902,34326,6579,6438,168,195,25473,27068,136,146,19,7,527,472,6987,6822,389,397,25794,27337,220,231,57,32,2408,2182,1660,1392,19,28,623,663,17,24,3,1,86,74,1739,1461,42,46,677,718,31,30,9,7,242,224,78.1,73.2,6.9,6.1,0.326,0.248,0.321,31.7,11.7,0.547,0.491,25.8,9.5,0.19,0.8,0.378,0.417,173.8057355,0.670948622,2.293242304,10.62502221,4.105804999,1.612279524,2.383369731,2.433440524,9.182983376,1.191684866,22.09123373,2.884077658,4.946994316,1.061500805,2.683794487,1.422010512,21.5905258,1.001415853,1.031458329,0.801132683,2.223143195,1.071514963,2.864049341,0.851203475,7.660831279,3.014261719,3.725266975,1.522152097,1.341897244,10.24448418,1.592251207,1.562208731,1.171656549,6.759557011,1.30184061,1.081529122,5.668013731,0.931316744,0.460651293,0.871231793,1.98280339,0.871231793,0.690976939,34.07818149,19.42746756,0.831175158,33.29707713,26.9280723,14.91108206,9.924031108,0.430608817,85.49087141,8.762388718,9.803861206,10.24448418,10.94547528,8.772402877,5.307504023,2.643737853,1.021444171,35.31993715,92.82123546,0,"0385791953",9592126116,73191,69630,4,3,100,69,408,1,2,3,63,159,237,12,41
"2","04003","Cochise - Arizona - US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AZ","Cochise County",3,2,4,126770,1780,1395,1294,101,187,1484,1671,8,5699,11.1,10.3,0.8,1.5,11.8,13.3,11215,20560,35576,20116,12.8,23.5,40.7,23,18273,14986,21560,15.1,12.4,17.8,6129,4567,7691,22.8,17,28.6,4527,3261,5793,23.2,16.7,29.7,49164,46171,52157,49774,46985,2789,5.6,49164,83.2,8.16,15.26,6.43,1.74,3.12,0.55,0.55,0.03,0.87,0.08,2.6,7.82,33.4,24.9,32.4,42,43.3,54.2,60.6,62.5,52.8,43.6,40,31.9,42.5,33.5,42,52.7,53.9,67.2,73.5,75.8,64.6,57.4,51.5,39.2,24.3,16.4,22.9,31.2,32.6,41.3,47.8,49.2,41,29.9,28.5,24.5,59041,6218.6,52.91,6165.69,21.3,9.6,64380,62390,27312,13801,13511,71132,37017,34115,28326,13562,14764,2969,1308,1661,49751,31105,11722,23517,7884,2797,1303,4791,2535,18646,15713,8609,13126,21221,2.4,3.07,119584,49751,23719,33519,7110,5485,2779,53045,15832,26459,527,2524,7703,50996,12598,24988,748,5272,7390,28564,1755,1284,12954,6385,6186,95655,20045,118982,21869,27172,1799,63547,10253,28263,9817,64380,62390,56454,54741,3353,2499,1183,1042,1101,1774,275,260,2014,2074,58223,56583,4058,3243,1951,1849,1886,2560,486,487,41824,39773,35668,33875,2911,2092,570,470,963,1634,195,197,1517,1505,37015,35222,3467,2657,1056,972,1609,2249,349,361,22556,22617,20786,20866,442,407,613,572,138,140,80,63,497,569,21208,21361,591,586,895,877,277,311,137,126,242,224,78.1,73.2,6.9,6.1,0.326,0.248,0.321,31.7,11.7,0.547,0.491,25.8,9.5,0.19,0.8,0.378,0.417,306.7943008,1.184329232,4.047931256,18.7548256,7.247387838,2.845925468,4.207020257,4.295403036,16.20940158,2.103510129,38.99448188,5.090848042,8.732218517,1.873714905,4.737316928,2.51007091,38.1106541,1.76765557,1.820685237,1.414124456,3.924195366,1.89139146,5.055494931,1.502507235,13.52256511,5.320643267,6.575678721,2.686836467,2.368658464,18.08311648,2.810572357,2.75754269,2.068157017,11.9316751,2.297952241,1.909068016,10.00493053,1.64391968,0.813121562,1.537860346,3.499958029,1.537860346,1.219682343,60.15331906,34.29251806,1.467154123,58.77454771,47.53225828,26.32039144,17.5174667,0.760091895,150.904756,15.46698624,17.30534803,18.08311648,19.32047538,15.4846628,9.368574523,4.666610706,1.803008682,62.34521196,163.8439948,12,"1078664282",590856781,134744,133333,8,7,997.631,765,3572,4,40,52,669,713,2662,197,32
"3","04005","Coconino - Arizona - US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,8,"AZ","Coconino County",3,2,4,142854,1747,1567,879,688,142,905,1047,12,12364,11,6.2,4.8,1,6.4,7.4,8515,17604,26746,29254,10.4,21.4,32.6,35.6,20964,18175,23753,15.9,13.8,18,5037,3834,6240,17.3,13.2,21.4,3743,2796,4690,17.7,13.2,22.2,60187,57153,63221,77083,72850,4233,5.5,60187,101.9,8.16,14.5,7.18,2.14,5.69,0.08,0.03,0,1.13,0.03,2.08,7.64,46.7,39.2,47.6,57.1,56.8,70.9,74.7,76,67,60,54.3,44.7,55.2,47.8,57.6,68.9,69.3,85.8,90.1,91.4,81.2,73.9,65.2,52.4,38.1,30.5,37.6,45.3,44.4,56,59.3,60.7,52.7,46,43.4,37,63321,18661.34,42.46,18618.89,7.2,3.4,70580,72274,29454,15189,14265,95545,46876,48669,17855,8515,9340,1634,653,981,47275,29827,10121,22621,7764,2575,939,4631,1418,17448,10786,3597,12836,12210,2.7,3.29,127836,47275,22529,33429,12419,12184,3326,58057,26614,25724,463,745,4511,60230,28510,24595,710,2481,3934,49852,1657,2093,13931,6169,26002,113379,7784,142140,17850,29432,1238,95019,10745,17689,5867,70580,72274,46883,46929,1100,989,18996,20418,1329,1612,100,164,2172,2162,48821,48888,1691,1565,20071,21472,2056,2330,309,401,60221,62244,38409,38719,949,838,17778,19312,1245,1537,72,106,1768,1732,39991,40286,1453,1334,18579,20081,1886,2165,247,299,10359,10030,8474,8210,151,151,1218,1106,84,75,28,58,404,430,8830,8602,238,231,1492,1391,170,165,62,102,242,224,78.1,73.2,6.9,6.1,0.326,0.248,0.321,31.7,11.7,0.547,0.491,25.8,9.5,0.19,0.8,0.378,0.417,345.7189638,1.334591529,4.56151433,21.13435242,8.166903386,3.207003525,4.740787819,4.840384202,18.2659766,2.37039391,43.94192407,5.736751647,9.840122616,2.111443314,5.338366116,2.82853727,42.94596024,1.991927655,2.051685485,1.593542124,4.422079394,2.131362591,5.696913094,1.693138507,15.23824656,5.995702242,7.409970877,3.027730036,2.669183058,20.37741991,3.167164972,3.107407142,2.330555356,13.44551167,2.589505952,2.151281868,11.27431053,1.852492719,0.916286721,1.73297706,3.944016757,1.73297706,1.374430082,67.7852981,38.64339651,1.653299954,66.23159453,53.56293465,29.65980278,19.74000306,0.856528892,170.0508639,17.42936698,19.50097174,20.37741991,21.77176927,17.44928626,10.55721657,5.258689009,2.031766208,70.2552884,184.6317744,41,"2970953364",3347029054,133104,135979,6,7,994.376,457,4271,4,47,56,350,555,3598,117,52
"4","04007","Gila - Arizona - US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AZ","Gila County",4,3,5,53889,260,567,795,-228,26,461,487,1,935,10.5,14.8,-4.2,0.5,8.6,9.1,5718,11144,14867,7226,14.7,28.6,38.2,18.5,10804,9102,12506,20.4,17.2,23.6,3558,2918,4198,33.6,27.5,39.7,2483,1975,2991,32.9,26.2,39.6,43585,39568,47602,21518,20251,1267,5.9,43585,73.8,12.01,19.53,9.06,2.64,5.13,0.12,0,0.01,1.54,0.06,1.44,8.57,48.3,42.4,49.7,60.1,61.3,74.3,76.6,77.6,70.1,60.2,54.9,46.6,56.8,50.1,59.1,71.8,73.6,89.1,91.3,92.8,84.1,75.6,67.2,54.2,39.7,34.6,40.4,48.4,49,59.4,61.8,62.4,56.1,44.7,42.5,39.1,32698,4795.43,37.5,4757.93,11.3,6.9,26644,27245,10827,5538,5289,27556,13606,13950,15506,7500,8006,1590,657,933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26644,27245,20947,21365,234,217,4707,4908,229,280,43,39,484,436,21396,21776,342,307,5023,5186,302,356,74,60,21582,22209,16536,16866,172,170,4307,4563,198,256,27,27,342,327,16856,17172,246,240,4520,4763,256,322,52,43,5062,5036,4411,4499,62,47,400,345,31,24,16,12,142,109,4540,4604,96,67,503,423,46,34,22,17,242,224,78.1,73.2,6.9,6.1,0.326,0.248,0.321,31.7,11.7,0.547,0.491,25.8,9.5,0.19,0.8,0.378,0.417,130.4160138,0.503449696,1.720745977,7.972539219,3.080811574,1.209782106,1.788373548,1.825944421,6.890498081,0.894186774,16.5762691,2.164082276,3.712002238,0.796502504,2.013798785,1.067012789,16.20056037,0.751417457,0.773959981,0.601133966,1.668146755,0.804016679,2.149053927,0.638704838,5.748343546,2.261766546,2.79527294,1.142154535,1.006899392,7.687000585,1.194753757,1.172211233,0.879158425,5.072067835,0.976842694,0.811530854,4.253022807,0.698818235,0.34565203,0.653733188,1.487806565,0.653733188,0.518478045,25.57073606,14.57749867,0.623676489,24.98463045,20.20561542,11.18860594,7.446546999,0.323109507,64.14850831,6.574902749,7.356376904,7.687000585,8.212992805,6.582416924,3.982512522,1.983742087,0.766445806,26.50249371,69.64888409,8,"0",2450379809,53724,45150,5,3,100,130,894,1,4,11,114,252,587,55,19
"5","04009","Graham - Arizona - US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AZ","Graham County",7,8,4,38072,571,527,300,227,46,301,347,-3,2710,13.9,7.9,6,1.2,8,9.2,3379,7028,9526,3598,14.4,29.9,40.5,15.3,7118,5618,8618,20.2,15.9,24.5,2463,1897,3029,24.4,18.8,30,1715,1277,2153,23.2,17.3,29.1,50157,46241,54073,14878,14114,764,5.1,50157,84.9,7.7,14.16,7.91,1.83,5.4,0.04,0.01,0,0.77,0.01,2.01,8.41,46.9,39.6,48,57.5,57.2,71.6,75.2,76.6,67.6,60.6,54.6,45,55.7,48.9,58.3,69.7,69.9,86.8,91.3,92.5,82.5,74.9,65.9,53.2,38.2,30.4,37.7,45.4,44.4,56.3,59.2,60.6,52.7,46.2,43.3,36.9,12980,4641.07,18.47,4622.6,8.1,2.8,20283,17789,10287,5262,5025,22475,12588,9887,5310,2433,2877,625,249,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20283,17789,16667,14448,508,172,2553,2638,128,135,46,35,381,361,16991,14760,635,301,2738,2813,204,216,103,70,13177,12278,10020,9396,443,113,2314,2374,101,112,33,21,266,262,10241,9626,537,215,2430,2485,161,175,78,48,7106,5511,6647,5052,65,59,239,264,27,23,13,14,115,99,6750,5134,98,86,308,328,43,41,25,22,242,224,78.1,73.2,6.9,6.1,0.326,0.248,0.321,31.7,11.7,0.547,0.491,25.8,9.5,0.19,0.8,0.378,0.417,92.13751376,0.355681806,1.21568856,5.632513373,2.176560304,0.854698071,1.263466713,1.290010132,4.868062924,0.631733357,11.71095617,1.528900897,2.622489732,0.562720469,1.422727223,0.753833081,11.44552199,0.530868367,0.546794418,0.424694694,1.178527775,0.568029153,1.518283529,0.451238112,4.061143007,1.597913784,1.974830325,0.806919918,0.711363612,5.430783393,0.844080703,0.828154652,0.621115989,3.583361477,0.690128877,0.573337836,3.004714957,0.493707581,0.244199449,0.461855479,1.051119366,0.461855479,0.366299173,18.06545053,10.29884632,0.440620745,17.6513732,14.27505039,7.904629983,5.260905516,0.228273398,45.32023248,4.64509821,5.197201312,5.430783393,5.80239125,4.650406894,2.813602345,1.401492489,0.541485734,18.7237273,49.20618893,0,"0",6136278747,37552,27918,4,3,100,230,391,1,0,0,229,119,251,21,7
